Ensembl gene ID,Description_Clarke.et.al._2
ENSOARG00000019597,uncharacterized protein LOC101113153
ENSOARG00000019599,oviductin precursor
ENSOARG00000019600,T cell receptor alpha chain
ENSOARG00000019606,hypothetical protein M91_12637
ENSOARG00000019608,ribosome biogenesis protein NSA2 homolog
ENSOARG00000019614,zinc finger protein 385B-like
ENSOARG00000019617,
ENSOARG00000019620,tetratricopeptide repeat protein 30A
ENSOARG00000019626,LOW QUALITY PROTEIN: zinc finger BED domain-containing protein 4
ENSOARG00000019628,tetratricopeptide repeat protein 30B
ENSOARG00000019633,homeobox protein Hox-D11
ENSOARG00000019637,ubiquitin specific peptidase 16
ENSOARG00000019639,
ENSOARG00000019644,aminoacyl tRNA synthase complex-interacting multifunctional protein 1-like
ENSOARG00000019653,cytochrome c oxidase subunit 6C-like
ENSOARG00000019659,"Pim-3 proto-oncogene, serine/threonine kinase"
ENSOARG00000019666,xin actin-binding repeat-containing protein 2-like
ENSOARG00000019669,uncharacterized protein C3orf30 homolog
ENSOARG00000019671,zinc finger protein 383-like
ENSOARG00000019672,heterogeneous nuclear ribonucleoproteins C1/C2
ENSOARG00000019675,60S ribosomal protein L17
ENSOARG00000019677,
ENSOARG00000019682,
ENSOARG00000019684,
ENSOARG00000019688,
ENSOARG00000019693,
ENSOARG00000019701,small nuclear ribonucleoprotein G isoform a
ENSOARG00000019702,G protein-coupled receptor 39
ENSOARG00000019710,
ENSOARG00000019712,capping actin protein of muscle Z-line alpha subunit 1
ENSOARG00000019719,non-secretory ribonuclease
ENSOARG00000019721,brain ribonuclease-like
ENSOARG00000019723,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
ENSOARG00000019726,ribonuclease A family member 12 (inactive)
ENSOARG00000019735,
ENSOARG00000019737,
ENSOARG00000019740,apurinic/apyrimidinic endodeoxyribonuclease 1
ENSOARG00000019743,biogenesis of lysosome-related organelles complex 1 subunit 1-like
ENSOARG00000019744,
ENSOARG00000019748,
ENSOARG00000019752,selenoprotein O-like
ENSOARG00000019758,sperm-associated antigen 16 protein
ENSOARG00000019761,
ENSOARG00000019763,uncharacterized protein LOC102314955
ENSOARG00000019767,monocarboxylate transporter 1-like
ENSOARG00000019770,high mobility group nucleosome binding domain 1
ENSOARG00000019776,glycerol kinase
ENSOARG00000019778,sorting nexin-4
ENSOARG00000019787,NADH:ubiquinone oxidoreductase subunit A5
ENSOARG00000019794,prefoldin subunit 5
ENSOARG00000019796,olfactory receptor 11H6-like
ENSOARG00000019797,zinc finger CCHC-type and RNA binding motif containing 1
ENSOARG00000019798,olfactory receptor 11H6-like
ENSOARG00000019800,YAF2
ENSOARG00000019801,olfactory receptor 11H7-like
ENSOARG00000019804,NFU1 iron-sulfur cluster scaffold
ENSOARG00000019805,LOW QUALITY PROTEIN: olfactory receptor 11G2-like
ENSOARG00000019808,
ENSOARG00000019809,olfactory receptor 4K15-like
ENSOARG00000019814,
ENSOARG00000019821,
ENSOARG00000019822,
ENSOARG00000019826,60S ribosomal protein L37a
ENSOARG00000019831,olfactory receptor 4F6-like
ENSOARG00000019833,olfactory receptor 4F21-like
ENSOARG00000019837,ribosomal protein S6
ENSOARG00000019838,LOW QUALITY PROTEIN: olfactory receptor 4F15-like
ENSOARG00000019844,serine/threonine-protein phosphatase 6 regulatory subunit 2
ENSOARG00000019845,pol
ENSOARG00000019846,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019850,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019853,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019855,gastrokine-3-like
ENSOARG00000019856,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019857,
ENSOARG00000019858,PDZ domain-containing RING finger protein 4
ENSOARG00000019860,VN1R4
ENSOARG00000019861,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019863,
ENSOARG00000019865,olfactory receptor 4F3/4F16/4F29-like
ENSOARG00000019866,Friend virus susceptibility protein 1-like
ENSOARG00000019868,mannosidase endo-alpha like
ENSOARG00000019874,VN1R4
ENSOARG00000019875,putative pheromone receptor sheepv1r22
ENSOARG00000019877,LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein A1-like
ENSOARG00000019880,VN1R4
ENSOARG00000019882,hypothetical protein M91_01368
ENSOARG00000019883,VN1R4
ENSOARG00000019886,VN1R4
ENSOARG00000019887,VN1R4
ENSOARG00000019889,LOW QUALITY PROTEIN: condensin-2 complex subunit H2
ENSOARG00000019891,VN1R4
ENSOARG00000019894,VN1R4
ENSOARG00000019898,vomeronasal 1 receptor 2
ENSOARG00000019901,katanin regulatory subunit B1 like 1
ENSOARG00000019903,envelope glycoprotein
ENSOARG00000019906,gag protein
ENSOARG00000019908,ribosomal protein S15a
ENSOARG00000019910,calcineurin subunit B type 1
ENSOARG00000019912,hypothetical protein M91_12045
ENSOARG00000019913,mucin-19
ENSOARG00000019915,
ENSOARG00000019916,outer dense fiber protein 3B-like
ENSOARG00000019918,VN1R4
ENSOARG00000019919,VN1R4
ENSOARG00000019921,60S ribosomal protein L10a-like
ENSOARG00000019922,TPA: hypothetical protein BOS_18285
ENSOARG00000019923,TPA: hypothetical protein BOS_18285
ENSOARG00000019927,olfactory receptor 5
ENSOARG00000019930,olfactory receptor 5-like
ENSOARG00000019935,40S ribosomal protein S29
ENSOARG00000019937,mucin-19
ENSOARG00000019943,tigger transposable element derived 1
ENSOARG00000019945,
ENSOARG00000019946,
ENSOARG00000019947,protein FAM209A-like
ENSOARG00000019956,transmembrane and coiled-coil domain-containing protein 5B
ENSOARG00000019958,
ENSOARG00000019959,Ras related GTP binding C
ENSOARG00000019964,choline kinase beta
ENSOARG00000019966,"LOW QUALITY PROTEIN: glutathione reductase, mitochondrial-like"
ENSOARG00000019967,
ENSOARG00000019968,
ENSOARG00000019969,N-myristoyltransferase 1
ENSOARG00000019978,nucleosome assembly protein 1 like 1
ENSOARG00000019980,"POU domain, class 3, transcription factor 3"
ENSOARG00000019987,microtubule-actin cross-linking factor 1-like
ENSOARG00000019994,
ENSOARG00000019996,putative ankyrin repeat domain-containing protein 19
ENSOARG00000020002,envelope glycoprotein
ENSOARG00000020008,endogenous retrovirus group K member 9 Pol protein-like
ENSOARG00000020012,serum basic protease inhibitor-like
ENSOARG00000020026,LOW QUALITY PROTEIN: arginine-fifty homeobox
ENSOARG00000020028,histone H2A type 1-like
ENSOARG00000020031,histone H3.1-like
ENSOARG00000020032,Tubulin alpha-1D chain
ENSOARG00000020039,rab-like protein 2B
ENSOARG00000020040,histone H2A type 1-like
ENSOARG00000020042,
ENSOARG00000020045,uncharacterized protein KIAA0754 homolog
ENSOARG00000020046,zinc finger protein 322
ENSOARG00000020047,lymphoid-restricted membrane protein
ENSOARG00000020048,vesicle associated membrane protein 8
ENSOARG00000020049,LOW QUALITY PROTEIN: bone morphogenetic protein 8A
ENSOARG00000020052,
ENSOARG00000020054,"succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial-like"
ENSOARG00000020055,histone H2A type 1-like
ENSOARG00000020057,Histone H4
ENSOARG00000020059,histone H4-like
ENSOARG00000020066,similar to ribosomal protein L17
ENSOARG00000020067,histone H2A type 1-like
ENSOARG00000020070,Histone H3.1
ENSOARG00000020071,Histone H4
ENSOARG00000020073,LOW QUALITY PROTEIN: pirin
ENSOARG00000020075,
ENSOARG00000020079,G protein-coupled receptor 176
ENSOARG00000020080,neurogenic locus notch homolog protein 3-like
ENSOARG00000020081,histone H2A type 1-D
ENSOARG00000020083,GPR176 protein
ENSOARG00000020085,histone H2B.3-like
ENSOARG00000020086,solute carrier family 15 member 2
ENSOARG00000020089,histone H2B type 1-A-like
ENSOARG00000020092,solute carrier family 15 member 2
ENSOARG00000020094,spermatid nuclear transition protein 3
ENSOARG00000020095,disintegrin and metalloproteinase domain-containing protein 8-like
ENSOARG00000020098,disintegrin and metalloproteinase domain-containing protein 8-like
ENSOARG00000020099,AP-2 complex subunit alpha-2-like
ENSOARG00000020100,AP-2 complex subunit alpha-2-like
ENSOARG00000020102,
ENSOARG00000020106,heterogeneous nuclear ribonucleoprotein A1-like 2-like
ENSOARG00000020113,BMP2 inducible kinase
ENSOARG00000020114,antigen WC1.1-like
ENSOARG00000020115,
ENSOARG00000020118,protein phosphatase 1 regulatory subunit 3G-like
ENSOARG00000020119,extracellular calcium-sensing receptor
ENSOARG00000020120,
ENSOARG00000020122,40S ribosomal protein S8
ENSOARG00000020123,antigen WC1.1-like
ENSOARG00000020128,calreticulin-3
ENSOARG00000020129,bone morphogenetic protein 8B
ENSOARG00000020130,
ENSOARG00000020134,uncharacterized protein LOC101120818
ENSOARG00000020135,"succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial-like"
ENSOARG00000020136,uncharacterized protein LOC106503811
ENSOARG00000020138,
ENSOARG00000020141,hypothetical protein AAES_52509
ENSOARG00000020142,mediator complex subunit 4
ENSOARG00000020143,serine/threonine-protein kinase PAK 6
ENSOARG00000020149,"dimethyladenosine transferase 2, mitochondrial"
ENSOARG00000020151,WD repeat-containing protein 90-like
ENSOARG00000020152,"Chain A, Crystal Structure Of The U-Box Domain Of Human E4b Ubiquitin Ligase In Complex With Ubch5c E2 Ubiquitin Conjugating Enzyme"
ENSOARG00000020154,chaperonin containing TCP1 subunit 4
ENSOARG00000020156,ribosomal protein L9
ENSOARG00000020157,polycystin-1-like
ENSOARG00000020159,ribosomal protein L13a
ENSOARG00000020166,hypothetical protein
ENSOARG00000020176,transcription factor SOX-17
ENSOARG00000020180,
ENSOARG00000020181,sulfotransferase 6B1-like
ENSOARG00000020183,LOW QUALITY PROTEIN: putative transmembrane protein INAFM2
ENSOARG00000020185,desmin
ENSOARG00000020188,family with sequence similarity 110 member B
ENSOARG00000020189,striated muscle preferentially expressed protein kinase
ENSOARG00000020190,striated muscle preferentially expressed protein kinase
ENSOARG00000020192,MORN repeat-containing protein 2-like
ENSOARG00000020195,striated muscle preferentially expressed protein kinase
ENSOARG00000020197,NADH:ubiquinone oxidoreductase subunit B1
ENSOARG00000020199,LOW QUALITY PROTEIN: striated muscle preferentially expressed protein kinase-like
ENSOARG00000020200,LOW QUALITY PROTEIN: protein Mdm4-like
ENSOARG00000020202,LOW QUALITY PROTEIN: striated muscle preferentially expressed protein kinase-like
ENSOARG00000020208,ropporin-1A
ENSOARG00000020214,LOW QUALITY PROTEIN: kalirin
ENSOARG00000020215,apolipoprotein L2-like
ENSOARG00000020223,"Chain A, Crystal Structure Of Ca2+-bound Form Of Des3-20alg-2"
ENSOARG00000020228,60S ribosomal protein L23
ENSOARG00000020231,
ENSOARG00000020236,Bet1 golgi vesicular membrane trafficking protein
ENSOARG00000020237,zinc finger protein 148
ENSOARG00000020240,sorting nexin-4
ENSOARG00000020241,vanin 2
ENSOARG00000020245,LOW QUALITY PROTEIN: CCR4-NOT transcription complex subunit 3-like
ENSOARG00000020248,serine/threonine-protein kinase 11-interacting protein
ENSOARG00000020251,RAB3A interacting protein
ENSOARG00000020259,60S ribosomal protein L35a
ENSOARG00000020261,LOW QUALITY PROTEIN: 40S ribosomal protein S6
ENSOARG00000020269,Histone H4
ENSOARG00000020272,general transcription factor IIF subunit 2-like
ENSOARG00000020275,forty-two-three domain containing 1
ENSOARG00000020279,
ENSOARG00000020280,lactate dehydrogenase B
ENSOARG00000020283,uncharacterized protein C2orf74 homolog
ENSOARG00000020286,
ENSOARG00000020292,mucin-4-like
ENSOARG00000020296,LOW QUALITY PROTEIN: mucin-4
ENSOARG00000020298,
ENSOARG00000020301,tyrosine kinase non receptor 2
ENSOARG00000020304,
ENSOARG00000020308,lithostathine
ENSOARG00000020310,taste receptor type 2 member 7-like
ENSOARG00000020312,cation transport regulator-like protein 1
ENSOARG00000020314,chaperonin containing TCP1 subunit 2
ENSOARG00000020320,lithostathine-like
ENSOARG00000020321,Tctex1 domain containing 2
ENSOARG00000020324,transmembrane 4 L six family member 19
ENSOARG00000020327,
ENSOARG00000020333,
ENSOARG00000020335,ring finger protein 168
ENSOARG00000020338,lithostathine-like
ENSOARG00000020344,"PTD016 protein, isoform CRA_c"
ENSOARG00000020346,PDZ and LIM domain 1
ENSOARG00000020353,
ENSOARG00000020354,
ENSOARG00000020357,
ENSOARG00000020359,LOW QUALITY PROTEIN: lysophosphatidic acid receptor 5
ENSOARG00000020362,catenin alpha 2
ENSOARG00000020364,coiled-coil-helix-coiled-coil-helix domain-containing protein 2
ENSOARG00000020367,nuclear cap binding protein subunit 2
ENSOARG00000020375,LYR motif-containing protein 4-like
ENSOARG00000020382,40S ribosomal protein S3a isoform 1
ENSOARG00000020384,catenin alpha 2
ENSOARG00000020389,protein phosphatase 1 regulatory inhibitor subunit 2
ENSOARG00000020392,
ENSOARG00000020393,"lysozyme C, milk isozyme"
ENSOARG00000020395,uncharacterized protein C22orf46 homolog
ENSOARG00000020400,uncharacterized protein C22orf46 homolog
ENSOARG00000020407,uncharacterized protein LOC535121
ENSOARG00000020417,"lysozyme C, tracheal isozyme"
ENSOARG00000020420,solute carrier organic anion transporter family member 1B3
ENSOARG00000020425,
ENSOARG00000020429,"lysozyme C, intestinal isozyme"
ENSOARG00000020430,
ENSOARG00000020431,
ENSOARG00000020432,cytosolic phospholipase A2 beta
ENSOARG00000020434,
ENSOARG00000020439,
ENSOARG00000020446,
ENSOARG00000020447,
ENSOARG00000020455,voltage-dependent anion-selective channel protein 3
ENSOARG00000020461,LOW QUALITY PROTEIN: CDP-diacylglycerol--serine O-phosphatidyltransferase
ENSOARG00000020464,myomegalin-like
ENSOARG00000020465,
ENSOARG00000020468,erythroid membrane-associated protein
ENSOARG00000020470,AE binding protein 2
ENSOARG00000020476,
ENSOARG00000020477,trans-Golgi network integral membrane protein 2
ENSOARG00000020483,LOW QUALITY PROTEIN: L-amino-acid oxidase-like
ENSOARG00000020486,olfactory receptor 2A5-like
ENSOARG00000020489,
ENSOARG00000020491,olfactory receptor 2A12-like
ENSOARG00000020494,olfactory receptor 2A12-like
ENSOARG00000020495,receptor-transporting protein 4
ENSOARG00000020499,
ENSOARG00000020500,"proteasome 26S subunit, ATPase 6"
ENSOARG00000020502,
ENSOARG00000020504,LOW QUALITY PROTEIN: Golgi phosphoprotein 3-like
ENSOARG00000020507,neuroblastoma breakpoint family member 4-like
ENSOARG00000020513,SH2 domain-containing protein 6
ENSOARG00000020515,lysozyme
ENSOARG00000020517,eukaryotic translation initiation factor 4A2
ENSOARG00000020530,DnaJ heat shock protein family (Hsp40) member B11
ENSOARG00000020533,vesicle associated membrane protein 8
ENSOARG00000020550,ferritin light chain-like
ENSOARG00000020551,LOW QUALITY PROTEIN: nmrA-like family domain-containing protein 1
ENSOARG00000020559,Golgi pH regulator A
ENSOARG00000020561,granulysin
ENSOARG00000020592,oxysterol binding protein like 9
ENSOARG00000020595,60S ribosomal protein L18-like
ENSOARG00000020598,deoxyribose-phosphate aldolase
ENSOARG00000020615,
ENSOARG00000020625,5-hydroxytryptamine receptor 3C
ENSOARG00000020630,sp110 nuclear body protein
ENSOARG00000020635,cytochrome P450 2B4-like
ENSOARG00000020644,
ENSOARG00000020646,nuclear body protein SP140
ENSOARG00000020661,neuroblastoma breakpoint family member 6-like protein
ENSOARG00000020663,neuroblastoma breakpoint family member 6-like protein
ENSOARG00000020666,myomegalin-like
ENSOARG00000020668,"transcription termination factor 3, mitochondrial"
ENSOARG00000020670,
ENSOARG00000020677,uncharacterized protein C2orf72 homolog
ENSOARG00000020681,histone H2B type 1
ENSOARG00000020683,histone H2B type 2-E-like
ENSOARG00000020684,charged multivesicular body protein 3
ENSOARG00000020694,
ENSOARG00000020704,LOW QUALITY PROTEIN: zinc finger protein 639
ENSOARG00000020708,protein arginine N-methyltransferase 1 isoform 1
ENSOARG00000020709,nucleolin
ENSOARG00000020716,potassium calcium-activated channel subfamily M regulatory beta subunit 2
ENSOARG00000020718,splicing factor 3b subunit 4
ENSOARG00000020729,
ENSOARG00000020731,
ENSOARG00000020738,interleukin enhancer-binding factor 2
ENSOARG00000020743,PCNA-associated factor
ENSOARG00000020757,
ENSOARG00000020759,family with sequence similarity 96 member A
ENSOARG00000020768,ribosomal protein L22 like 1
ENSOARG00000020770,
ENSOARG00000020777,
ENSOARG00000020778,"alkaline phosphatase, intestinal"
ENSOARG00000020779,
ENSOARG00000020785,LOW QUALITY PROTEIN: intestinal-type alkaline phosphatase
ENSOARG00000020789,Ig kappa chain C region
ENSOARG00000020790,Ig kappa chain V19-17
ENSOARG00000020792,immunoglobulin kappa-4 light chain variable region
ENSOARG00000020794,uncharacterized protein LOC101058652
ENSOARG00000020800,immunoglobulin kappa-1 light chain variable region
ENSOARG00000020801,immunoglobulin kappa-2.1 light chain variable region
ENSOARG00000020806,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein
ENSOARG00000020807,immunoglobulin kappa-1 light chain variable region
ENSOARG00000020811,immunoglobulin kappa-2.1 light chain variable region
ENSOARG00000020821,NMDA receptor-regulated protein 2
ENSOARG00000020824,
ENSOARG00000020840,"alpha 1,3-galactosyltransferase 2"
ENSOARG00000020842,Golgi phosphoprotein 3-like
ENSOARG00000020852,interleukin-37-like
ENSOARG00000020885,DNA-binding protein RFX7
ENSOARG00000020889,
ENSOARG00000020896,mucin-22-like
ENSOARG00000020898,basic salivary proline-rich protein 4-like
ENSOARG00000020906,basic salivary proline-rich protein 4-like
ENSOARG00000020915,LOW QUALITY PROTEIN: taste receptor type 2 member 31-like
ENSOARG00000020920,uncharacterized protein LOC105859159
ENSOARG00000020921,contactin-5
ENSOARG00000020934,LOW QUALITY PROTEIN: zinc finger and BTB domain-containing protein 8B
ENSOARG00000020942,LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase makorin-1-like
ENSOARG00000020943,killer cell lectin-like receptor 2
ENSOARG00000020948,interferon regulatory factor 6
ENSOARG00000020949,C-type lectin domain family 7 member A-like
ENSOARG00000020955,C-type lectin domain family 7 member A-like
ENSOARG00000020957,LOW QUALITY PROTEIN: craniofacial development protein 2-like
ENSOARG00000020964,killer cell lectin like receptor C1
ENSOARG00000020969,unnamed protein product
ENSOARG00000020973,
ENSOARG00000020974,TAR DNA binding protein
ENSOARG00000020975,natural killer cells antigen CD94-like
ENSOARG00000020977,aromatase
ENSOARG00000020980,killer cell lectin-like receptor 6
ENSOARG00000020983,natural killer cells antigen CD94-like
